id,shift_id,employee_id,approval_status,approved_at,notes
2483,2483,49,pending,,
2484,2484,50,approved,2026-01-13T15:54:39.176Z,Excellent performance
2485,2485,51,approved,2026-01-13T10:29:12.021Z,Standard approval
2486,2486,52,approved,2026-01-15T04:58:11.232Z,Standard approval
2487,2487,53,pending,,
2488,2488,55,approved,2026-01-14T01:59:11.065Z,Excellent performance
2489,2489,56,approved,2026-01-15T07:48:15.553Z,
2490,2490,57,approved,2026-01-12T05:47:16.687Z,Excellent performance
2491,2491,58,approved,2026-01-14T12:13:44.645Z,
2492,2492,59,approved,2026-01-16T06:08:40.820Z,
2493,2493,60,approved,2026-01-16T06:32:34.423Z,
2494,2494,61,approved,2026-01-14T21:36:44.547Z,Late arrival noted
2495,2495,62,approved,2026-01-16T04:17:25.928Z,Standard approval
2496,2496,64,approved,2026-01-12T09:15:37.380Z,Approved by manager
2497,2497,65,approved,2026-01-13T23:36:01.252Z,
2498,2498,66,approved,2026-01-15T07:02:29.259Z,Approved by manager
2499,2499,67,approved,2026-01-13T22:49:47.111Z,
2500,2500,68,approved,2026-01-15T12:50:26.667Z,Standard approval
2501,2501,69,approved,2026-01-14T14:21:16.297Z,
2502,2502,70,approved,2026-01-12T12:25:18.294Z,Standard approval
2503,2503,71,approved,2026-01-13T19:29:33.002Z,
2504,2504,72,approved,2026-01-12T06:28:42.870Z,Approved by manager
2505,2505,73,pending,,
2506,2506,74,approved,2026-01-12T16:58:07.684Z,Excellent performance
2507,2507,75,approved,2026-01-14T05:50:01.835Z,
2508,2508,77,approved,2026-01-13T12:14:11.039Z,Standard approval
2509,2509,78,approved,2026-01-15T00:02:54.438Z,Standard approval
2510,2510,79,approved,2026-01-14T18:13:53.762Z,
2511,2511,80,approved,2026-01-13T02:32:48.879Z,Approved by manager
2512,2512,81,approved,2026-01-12T10:03:12.258Z,Approved by manager
2513,2513,82,pending,,
2514,2514,83,pending,,
2515,2515,84,pending,,
2516,2516,85,approved,2026-01-16T01:00:50.437Z,Standard approval
2517,2517,86,pending,,
2518,2518,87,approved,2026-01-16T07:01:09.092Z,Late arrival noted
2519,2519,89,approved,2026-01-13T13:46:12.844Z,
2520,2520,90,approved,2026-01-15T23:00:24.570Z,Approved by manager
2521,2521,91,approved,2026-01-14T03:04:38.291Z,
2522,2522,92,approved,2026-01-15T11:27:22.059Z,Late arrival noted
2523,2523,93,approved,2026-01-14T13:42:48.039Z,
2524,2524,94,approved,2026-01-15T23:18:20.730Z,Standard approval
2525,2525,95,approved,2026-01-13T00:05:14.237Z,Approved by manager
2526,2526,96,pending,,
2527,2527,97,approved,2026-01-14T04:30:51.502Z,Approved by manager
2528,2528,98,approved,2026-01-13T03:49:33.719Z,Standard approval
2529,2529,99,approved,2026-01-12T09:17:05.610Z,
2530,2530,100,approved,2026-01-15T16:54:32.562Z,
2531,2531,101,approved,2026-01-14T13:48:58.004Z,
2532,2532,102,approved,2026-01-14T17:31:30.741Z,
2533,2533,103,pending,,
2534,2534,104,approved,2026-01-16T11:48:04.067Z,
2535,2535,105,approved,2026-01-13T20:46:22.598Z,Excellent performance
2536,2536,106,approved,2026-01-12T04:31:45.486Z,Late arrival noted
2537,2537,107,approved,2026-01-14T17:38:12.115Z,Approved by manager
2538,2538,108,approved,2026-01-13T17:53:27.400Z,
2539,2539,7,approved,2026-01-14T22:35:48.564Z,
2540,2540,8,approved,2026-01-14T03:51:40.455Z,Excellent performance
2541,2541,9,approved,2026-01-12T23:19:05.331Z,Excellent performance
2542,2542,10,approved,2026-01-14T10:13:12.734Z,Standard approval
2543,2543,11,approved,2026-01-13T11:09:00.008Z,
2544,2544,14,approved,2026-01-13T08:20:03.624Z,Approved by manager
2545,2545,16,approved,2026-01-13T08:00:33.443Z,
2546,2546,17,approved,2026-01-13T11:01:12.586Z,Excellent performance
2547,2547,18,approved,2026-01-13T18:18:54.767Z,Excellent performance
2548,2548,20,approved,2026-01-12T22:10:23.633Z,
2549,2549,21,approved,2026-01-14T15:52:17.116Z,
2550,2550,22,approved,2026-01-16T13:52:41.925Z,
2551,2551,23,approved,2026-01-15T20:59:26.590Z,
2552,2552,24,approved,2026-01-11T22:45:36.386Z,Excellent performance
2553,2553,25,approved,2026-01-13T07:50:02.605Z,Late arrival noted
2554,2554,26,approved,2026-01-12T18:58:01.061Z,Standard approval
2555,2555,27,approved,2026-01-16T00:29:05.206Z,
2556,2556,28,approved,2026-01-15T23:04:18.994Z,
2557,2557,29,approved,2026-01-15T16:17:54.172Z,Late arrival noted
2558,2558,30,pending,,
2559,2559,31,approved,2026-01-13T20:30:55.150Z,
2560,2560,32,approved,2026-01-13T05:08:51.467Z,Excellent performance
2561,2561,33,pending,,
2562,2562,34,approved,2026-01-14T22:10:14.127Z,Standard approval
2563,2563,35,approved,2026-01-16T14:47:56.408Z,
2564,2564,36,approved,2026-01-13T18:50:12.046Z,
2565,2565,37,approved,2026-01-16T04:49:46.186Z,Late arrival noted
2566,2566,38,approved,2026-01-12T01:23:04.370Z,Late arrival noted
2567,2567,39,approved,2026-01-12T16:40:23.329Z,Standard approval
2568,2568,40,approved,2026-01-12T22:19:52.674Z,Excellent performance
2569,2569,41,pending,,
2570,2570,42,approved,2026-01-16T08:32:21.222Z,Standard approval
2571,2571,43,approved,2026-01-15T16:31:23.344Z,Excellent performance
2572,2572,44,approved,2026-01-12T20:59:29.179Z,Excellent performance
2573,2573,45,approved,2026-01-16T15:04:54.162Z,
2574,2574,46,pending,,
2575,2575,47,pending,,
2576,2576,48,approved,2026-01-12T07:43:44.089Z,Late arrival noted
2577,2577,49,approved,2026-01-16T18:03:04.893Z,Excellent performance
2578,2578,50,approved,2026-01-15T14:01:54.808Z,
2579,2579,51,approved,2026-01-16T16:59:16.590Z,
2580,2580,52,approved,2026-01-12T21:48:45.178Z,Excellent performance
2581,2581,53,approved,2026-01-14T04:07:44.106Z,Late arrival noted
2582,2582,55,approved,2026-01-14T23:40:14.034Z,Excellent performance
2583,2583,56,approved,2026-01-14T23:34:29.432Z,
2584,2584,57,approved,2026-01-13T22:37:48.708Z,Approved by manager
2585,2585,58,approved,2026-01-16T04:05:46.530Z,Excellent performance
2586,2586,59,approved,2026-01-15T22:29:55.534Z,Excellent performance
2587,2587,60,approved,2026-01-11T19:38:34.754Z,
2588,2588,61,approved,2026-01-12T18:11:40.905Z,Standard approval
2589,2589,62,rejected,2026-01-14T20:59:55.832Z,Did not complete full shift
2590,2590,64,approved,2026-01-14T04:46:35.434Z,Late arrival noted
2591,2591,65,pending,,
2592,2592,66,approved,2026-01-16T07:05:42.093Z,
2593,2593,67,approved,2026-01-13T04:59:03.706Z,Standard approval
2594,2594,68,approved,2026-01-15T23:46:23.383Z,
2595,2595,69,approved,2026-01-14T00:31:28.924Z,Excellent performance
2596,2596,70,pending,,
2597,2597,71,pending,,
2598,2598,72,approved,2026-01-12T14:50:20.748Z,Standard approval
2599,2599,73,pending,,
2600,2600,74,approved,2026-01-16T14:06:26.425Z,Approved by manager
2601,2601,75,approved,2026-01-15T19:16:58.865Z,Standard approval
2602,2602,77,pending,,
2603,2603,78,pending,,
2604,2604,79,approved,2026-01-11T21:32:44.817Z,
2605,2605,80,approved,2026-01-11T22:24:38.405Z,Late arrival noted
2606,2606,81,pending,,
2607,2607,82,approved,2026-01-14T05:58:19.778Z,
2608,2608,83,approved,2026-01-13T06:09:17.676Z,Late arrival noted
2609,2609,84,approved,2026-01-13T19:11:55.187Z,Approved by manager
2610,2610,85,approved,2026-01-16T02:00:16.160Z,
2611,2611,86,approved,2026-01-14T11:11:48.248Z,Late arrival noted
2612,2612,87,approved,2026-01-14T14:55:02.783Z,
2613,2613,89,approved,2026-01-12T23:41:11.461Z,Excellent performance
2614,2614,90,approved,2026-01-16T15:39:30.495Z,Late arrival noted
2615,2615,91,rejected,2026-01-14T14:53:16.201Z,Did not complete full shift
2616,2616,92,approved,2026-01-13T12:28:23.830Z,Late arrival noted
2617,2617,93,rejected,2026-01-15T01:37:41.061Z,Did not complete full shift
2618,2618,94,approved,2026-01-14T07:43:10.785Z,Standard approval
2619,2619,95,approved,2026-01-14T16:47:46.169Z,Approved by manager
2620,2620,96,approved,2026-01-14T16:25:59.666Z,Approved by manager
2621,2621,97,approved,2026-01-16T02:31:58.572Z,Excellent performance
2622,2622,98,approved,2026-01-15T09:54:15.604Z,
2623,2623,99,rejected,2026-01-15T16:14:10.450Z,Did not complete full shift
2624,2624,100,approved,2026-01-16T01:26:39.043Z,
2625,2625,101,approved,2026-01-12T19:06:02.064Z,
2626,2626,102,approved,2026-01-16T18:08:29.190Z,Standard approval
2627,2627,103,approved,2026-01-16T11:14:23.385Z,Late arrival noted
2628,2628,104,approved,2026-01-12T13:54:23.259Z,Late arrival noted
2629,2629,105,approved,2026-01-14T16:26:58.619Z,Standard approval
2630,2630,106,approved,2026-01-16T13:34:52.187Z,
2631,2631,107,approved,2026-01-13T06:48:09.963Z,
2632,2632,108,approved,2026-01-13T18:01:49.770Z,Excellent performance
2633,2633,7,approved,2026-01-12T12:35:11.817Z,Excellent performance
2634,2634,8,approved,2026-01-16T18:39:03.887Z,Standard approval
2635,2635,9,approved,2026-01-12T18:30:00.115Z,Standard approval
2636,2636,10,pending,,
2637,2637,11,rejected,2026-01-14T22:07:29.519Z,Did not complete full shift
2638,2638,14,rejected,2026-01-14T22:36:01.859Z,Did not complete full shift
2639,2639,16,approved,2026-01-13T05:46:09.158Z,Excellent performance
2640,2640,17,approved,2026-01-16T00:38:56.212Z,
2641,2641,18,pending,,
2642,2642,20,approved,2026-01-12T12:08:42.065Z,
2643,2643,21,approved,2026-01-13T02:07:21.641Z,Late arrival noted
2644,2644,22,approved,2026-01-16T14:51:41.970Z,
2645,2645,23,pending,,
2646,2646,24,approved,2026-01-14T11:00:32.715Z,Approved by manager
2647,2647,25,approved,2026-01-16T10:25:48.724Z,
2648,2648,26,approved,2026-01-12T11:37:06.785Z,
2649,2649,27,approved,2026-01-13T04:51:52.324Z,
2650,2650,28,approved,2026-01-12T07:46:33.172Z,Excellent performance
2651,2651,29,approved,2026-01-11T19:03:45.919Z,Standard approval
2652,2652,30,approved,2026-01-12T00:57:32.270Z,Approved by manager
2653,2653,31,approved,2026-01-12T10:34:58.872Z,
2654,2654,32,approved,2026-01-15T09:54:10.251Z,Approved by manager
2655,2655,33,approved,2026-01-15T19:42:09.972Z,Approved by manager
2656,2656,34,approved,2026-01-12T15:20:47.410Z,
2657,2657,35,pending,,
2658,2658,36,approved,2026-01-15T11:57:16.490Z,Excellent performance
2659,2659,37,approved,2026-01-13T08:43:51.547Z,Excellent performance
2660,2660,38,approved,2026-01-15T08:32:07.511Z,Late arrival noted
2661,2661,39,approved,2026-01-14T21:59:32.015Z,
2662,2662,40,rejected,2026-01-15T12:34:16.855Z,Did not complete full shift
2663,2663,41,approved,2026-01-11T21:38:16.971Z,Excellent performance
2664,2664,42,approved,2026-01-13T05:48:38.085Z,Excellent performance
2665,2665,43,approved,2026-01-14T02:54:27.054Z,Approved by manager
2666,2666,44,approved,2026-01-15T05:53:16.184Z,
2667,2667,45,approved,2026-01-16T03:14:50.451Z,
2668,2668,46,approved,2026-01-16T10:41:09.633Z,Approved by manager
2669,2669,47,approved,2026-01-14T19:56:19.379Z,Late arrival noted
2670,2670,48,approved,2026-01-16T10:58:01.830Z,Excellent performance
2671,2671,49,approved,2026-01-12T20:07:41.762Z,
2672,2672,50,approved,2026-01-12T13:44:08.796Z,Late arrival noted
2673,2673,51,pending,,
2674,2674,52,approved,2026-01-14T10:35:16.734Z,Excellent performance
2675,2675,53,approved,2026-01-12T21:48:43.401Z,
2676,2676,55,approved,2026-01-13T14:53:18.445Z,Standard approval
2677,2677,56,approved,2026-01-13T20:50:01.734Z,Standard approval
2678,2678,57,approved,2026-01-12T13:13:03.512Z,Standard approval
2679,2679,58,approved,2026-01-15T11:54:23.537Z,
2680,2680,59,rejected,2026-01-16T00:24:13.473Z,Did not complete full shift
2681,2681,60,rejected,2026-01-16T14:07:49.658Z,Did not complete full shift
2682,2682,61,approved,2026-01-12T20:56:13.398Z,Standard approval
2683,2683,62,pending,,
2684,2684,64,rejected,2026-01-14T22:50:53.689Z,Did not complete full shift
2685,2685,65,approved,2026-01-12T08:08:29.650Z,Approved by manager
2686,2686,66,approved,2026-01-12T10:40:11.722Z,Late arrival noted
2687,2687,67,pending,,
2688,2688,68,approved,2026-01-15T11:22:11.036Z,Standard approval
2689,2689,69,approved,2026-01-16T00:49:40.560Z,
2690,2690,70,pending,,
2691,2691,71,approved,2026-01-11T20:53:28.321Z,Approved by manager
2692,2692,72,approved,2026-01-12T15:45:09.505Z,Late arrival noted
2693,2693,73,approved,2026-01-16T10:15:03.542Z,Standard approval
2694,2694,74,approved,2026-01-12T12:49:41.158Z,Standard approval
2695,2695,75,approved,2026-01-12T20:22:44.107Z,
2696,2696,77,approved,2026-01-14T06:48:12.995Z,Excellent performance
2697,2697,78,approved,2026-01-16T01:44:13.218Z,
2698,2698,79,approved,2026-01-16T13:42:37.097Z,Late arrival noted
2699,2699,80,approved,2026-01-12T08:09:05.262Z,Excellent performance
2700,2700,81,approved,2026-01-15T13:06:50.190Z,Excellent performance
2701,2701,82,approved,2026-01-11T19:28:00.375Z,
2702,2702,83,approved,2026-01-12T19:07:18.918Z,
2703,2703,84,approved,2026-01-15T18:11:30.906Z,
2704,2704,85,pending,,
2705,2705,86,approved,2026-01-13T22:47:11.418Z,Excellent performance
2706,2706,87,approved,2026-01-13T05:58:06.154Z,
2707,2707,89,pending,,
2708,2708,90,approved,2026-01-14T13:23:22.451Z,Late arrival noted
2709,2709,91,approved,2026-01-12T18:17:09.962Z,Approved by manager
2710,2710,92,approved,2026-01-15T15:27:48.798Z,
2711,2711,93,approved,2026-01-15T12:48:25.537Z,Excellent performance
2712,2712,94,approved,2026-01-15T01:03:06.125Z,Approved by manager
2713,2713,95,approved,2026-01-16T07:39:57.309Z,Excellent performance
2714,2714,96,approved,2026-01-16T02:59:45.990Z,Excellent performance
2715,2715,97,approved,2026-01-14T16:25:28.146Z,
2716,2716,98,approved,2026-01-14T00:18:10.242Z,
2717,2717,99,approved,2026-01-12T14:34:17.597Z,Standard approval
2718,2718,100,approved,2026-01-14T09:34:15.632Z,
2719,2719,101,approved,2026-01-11T18:47:57.965Z,
2720,2720,102,approved,2026-01-13T00:31:35.754Z,
2721,2721,103,approved,2026-01-15T16:32:34.952Z,Approved by manager
2722,2722,104,approved,2026-01-16T02:54:15.755Z,
2723,2723,105,approved,2026-01-13T15:50:44.638Z,
2724,2724,106,rejected,2026-01-14T03:39:20.289Z,Did not complete full shift
2725,2725,107,approved,2026-01-13T00:53:46.115Z,
2726,2726,108,approved,2026-01-13T12:56:26.919Z,Approved by manager
2727,2727,7,approved,2026-01-14T02:34:39.238Z,Approved by manager
2728,2728,8,approved,2026-01-16T10:33:55.472Z,Approved by manager
2729,2729,9,approved,2026-01-14T13:35:32.346Z,Standard approval
2730,2730,10,approved,2026-01-16T00:10:13.130Z,Approved by manager
2731,2731,11,approved,2026-01-16T04:02:23.587Z,
2732,2732,14,approved,2026-01-14T10:52:34.874Z,Standard approval
2733,2733,16,approved,2026-01-13T20:55:08.433Z,Standard approval
2734,2734,17,approved,2026-01-13T07:46:21.427Z,
2735,2735,18,approved,2026-01-15T14:11:44.595Z,Standard approval
2736,2736,20,approved,2026-01-15T16:12:33.086Z,Excellent performance
2737,2737,21,approved,2026-01-12T23:50:43.857Z,Late arrival noted
2738,2738,22,approved,2026-01-14T04:32:56.307Z,
2739,2739,23,approved,2026-01-13T17:21:23.843Z,
2740,2740,24,approved,2026-01-15T23:56:07.848Z,Standard approval
2741,2741,25,approved,2026-01-13T07:02:13.654Z,Late arrival noted
2742,2742,26,approved,2026-01-13T12:41:53.379Z,
2743,2743,27,pending,,
2744,2744,28,approved,2026-01-15T16:43:15.881Z,Late arrival noted
2745,2745,29,approved,2026-01-15T13:01:55.395Z,
2746,2746,30,approved,2026-01-14T14:56:28.113Z,
2747,2747,31,approved,2026-01-15T20:18:45.830Z,
2748,2748,32,approved,2026-01-15T23:56:54.714Z,
2749,2749,33,approved,2026-01-15T21:19:13.711Z,
2750,2750,34,approved,2026-01-13T21:19:08.878Z,Late arrival noted
2751,2751,35,approved,2026-01-11T22:48:16.083Z,
2752,2752,36,approved,2026-01-16T05:10:08.456Z,Approved by manager
2753,2753,37,pending,,
2754,2754,38,approved,2026-01-16T06:18:09.291Z,Approved by manager
2755,2755,39,approved,2026-01-12T14:33:17.822Z,Late arrival noted
2756,2756,40,approved,2026-01-13T17:11:51.768Z,Standard approval
2757,2757,41,approved,2026-01-16T14:10:14.877Z,Late arrival noted
2758,2758,42,approved,2026-01-16T17:37:56.359Z,Standard approval
2759,2759,43,approved,2026-01-13T20:49:10.457Z,Standard approval
2760,2760,44,approved,2026-01-11T21:20:09.382Z,Standard approval
2761,2761,45,approved,2026-01-11T23:05:03.560Z,Late arrival noted
2762,2762,46,approved,2026-01-12T08:13:41.643Z,
2763,2763,47,approved,2026-01-16T02:50:07.188Z,
2764,2764,48,approved,2026-01-13T21:41:08.629Z,
2765,2765,49,approved,2026-01-13T08:01:29.774Z,Excellent performance
2766,2766,50,approved,2026-01-12T09:54:46.001Z,Approved by manager
2767,2767,51,approved,2026-01-15T07:15:51.345Z,Standard approval
2768,2768,52,approved,2026-01-13T16:13:37.900Z,
2769,2769,53,approved,2026-01-13T15:45:35.110Z,
2770,2770,55,approved,2026-01-15T05:01:43.133Z,Approved by manager
2771,2771,56,approved,2026-01-14T09:25:12.068Z,Standard approval
2772,2772,57,approved,2026-01-13T14:01:33.055Z,
2773,2773,58,approved,2026-01-15T11:14:40.648Z,Approved by manager
2774,2774,59,approved,2026-01-15T21:56:04.174Z,Late arrival noted
2775,2775,60,approved,2026-01-15T09:53:17.917Z,Standard approval
2776,2776,61,approved,2026-01-14T21:01:06.312Z,Excellent performance
2777,2777,62,rejected,2026-01-14T09:43:33.172Z,Did not complete full shift
2778,2778,64,approved,2026-01-13T22:49:51.070Z,Excellent performance
2779,2779,65,approved,2026-01-14T03:55:25.680Z,
2780,2780,66,approved,2026-01-14T13:50:15.875Z,Standard approval
2781,2781,67,approved,2026-01-12T21:00:40.875Z,
2782,2782,68,approved,2026-01-15T11:51:09.299Z,Late arrival noted
2783,2783,69,approved,2026-01-13T00:49:23.557Z,Standard approval
2784,2784,70,approved,2026-01-13T12:43:56.385Z,Approved by manager
2785,2785,71,approved,2026-01-13T12:04:41.301Z,Standard approval
2786,2786,72,approved,2026-01-12T08:49:50.754Z,Standard approval
2787,2787,73,approved,2026-01-14T08:21:58.770Z,Standard approval
2788,2788,74,approved,2026-01-12T11:46:51.995Z,Standard approval
2789,2789,75,pending,,
2790,2790,77,approved,2026-01-13T01:56:24.378Z,Excellent performance
2791,2791,78,rejected,2026-01-15T14:57:58.046Z,Did not complete full shift
2792,2792,79,pending,,
2793,2793,80,approved,2026-01-14T03:27:28.758Z,Approved by manager
2794,2794,81,approved,2026-01-15T06:58:39.510Z,Standard approval
2795,2795,82,approved,2026-01-15T14:41:49.363Z,Standard approval
2796,2796,83,approved,2026-01-15T04:10:29.180Z,Standard approval
2797,2797,84,approved,2026-01-16T10:32:40.798Z,
2798,2798,85,approved,2026-01-12T04:25:02.263Z,Approved by manager
2799,2799,86,approved,2026-01-16T06:02:24.005Z,Late arrival noted
2800,2800,87,approved,2026-01-16T07:11:52.599Z,
2801,2801,89,approved,2026-01-16T06:04:31.427Z,Standard approval
2802,2802,90,approved,2026-01-15T18:57:36.323Z,Approved by manager
2803,2803,91,approved,2026-01-15T03:15:51.244Z,Approved by manager
2804,2804,92,approved,2026-01-16T09:44:32.544Z,Standard approval
2805,2805,93,approved,2026-01-13T21:22:53.079Z,Excellent performance
2806,2806,94,approved,2026-01-15T16:19:34.333Z,Standard approval
2807,2807,95,rejected,2026-01-16T11:41:11.612Z,Did not complete full shift
2808,2808,96,approved,2026-01-12T06:42:46.615Z,Excellent performance
2809,2809,97,approved,2026-01-13T06:14:34.564Z,
2810,2810,98,approved,2026-01-13T21:08:26.018Z,Late arrival noted
2811,2811,99,approved,2026-01-15T10:01:16.900Z,Excellent performance
2812,2812,100,approved,2026-01-15T12:58:04.605Z,Excellent performance
2813,2813,101,approved,2026-01-15T05:20:53.358Z,Late arrival noted
2814,2814,102,rejected,2026-01-15T23:21:30.564Z,Did not complete full shift
2815,2815,103,rejected,2026-01-16T15:58:46.354Z,Did not complete full shift
2816,2816,104,approved,2026-01-12T14:11:18.171Z,Standard approval
2817,2817,105,pending,,
2818,2818,106,approved,2026-01-14T22:40:01.516Z,Standard approval
2819,2819,107,approved,2026-01-12T16:09:27.721Z,Excellent performance
2820,2820,108,approved,2026-01-15T08:51:40.497Z,
2821,2821,7,approved,2026-01-13T12:15:24.807Z,Excellent performance
2822,2822,8,approved,2026-01-15T20:56:05.936Z,Standard approval
2823,2823,9,approved,2026-01-13T15:22:48.120Z,Late arrival noted
2824,2824,10,approved,2026-01-12T00:17:17.489Z,Excellent performance
2825,2825,11,approved,2026-01-12T17:16:58.241Z,
2826,2826,14,approved,2026-01-14T14:18:38.736Z,Late arrival noted
2827,2827,16,approved,2026-01-13T05:10:32.303Z,
2828,2828,17,approved,2026-01-16T01:47:24.263Z,Excellent performance
2829,2829,18,approved,2026-01-13T03:18:18.124Z,
2830,2830,20,rejected,2026-01-16T04:45:08.719Z,Did not complete full shift
2831,2831,21,approved,2026-01-14T10:28:23.216Z,Excellent performance
2832,2832,22,approved,2026-01-14T06:42:18.794Z,
2833,2833,23,approved,2026-01-11T20:11:59.743Z,
2834,2834,24,approved,2026-01-13T05:28:43.229Z,
2835,2835,25,approved,2026-01-12T10:45:20.154Z,
2836,2836,26,rejected,2026-01-14T15:47:43.670Z,Did not complete full shift
2837,2837,27,approved,2026-01-15T19:02:44.882Z,Approved by manager
2838,2838,28,pending,,
2839,2839,29,approved,2026-01-13T11:49:16.876Z,Standard approval
2840,2840,30,approved,2026-01-15T19:45:42.564Z,
2841,2841,31,approved,2026-01-12T20:53:58.100Z,Standard approval
2842,2842,32,approved,2026-01-12T03:40:32.431Z,Excellent performance
2843,2843,33,approved,2026-01-14T18:42:01.469Z,Late arrival noted
2844,2844,34,approved,2026-01-13T23:26:47.948Z,
2845,2845,35,approved,2026-01-12T09:39:43.769Z,Standard approval
2846,2846,36,approved,2026-01-12T13:20:21.668Z,Standard approval
2847,2847,37,approved,2026-01-15T14:29:39.963Z,
2848,2848,38,rejected,2026-01-16T09:31:11.187Z,Did not complete full shift
2849,2849,39,approved,2026-01-14T15:34:36.141Z,Approved by manager
2850,2850,40,approved,2026-01-13T16:31:12.230Z,Excellent performance
2851,2851,41,approved,2026-01-15T12:30:18.110Z,Late arrival noted
2852,2852,42,approved,2026-01-14T10:05:32.538Z,Excellent performance
2853,2853,43,approved,2026-01-11T20:25:40.052Z,Standard approval
2854,2854,44,approved,2026-01-15T18:36:05.267Z,Excellent performance
2855,2855,45,approved,2026-01-14T12:01:46.278Z,Standard approval
2856,2856,46,approved,2026-01-14T03:48:42.979Z,Late arrival noted
2857,2857,47,approved,2026-01-16T04:12:33.813Z,Excellent performance
2858,2858,48,approved,2026-01-12T23:56:13.367Z,Excellent performance
2859,2859,49,pending,,
2860,2860,50,approved,2026-01-14T22:35:29.337Z,Approved by manager
2861,2861,51,approved,2026-01-11T19:38:55.583Z,Approved by manager
2862,2862,52,approved,2026-01-16T02:08:11.076Z,Excellent performance
2863,2863,53,approved,2026-01-15T09:28:44.185Z,Standard approval
2864,2864,55,approved,2026-01-13T12:16:55.296Z,
2865,2865,56,approved,2026-01-13T14:56:26.950Z,
2866,2866,57,approved,2026-01-14T21:38:30.235Z,Standard approval
2867,2867,58,approved,2026-01-15T06:29:39.279Z,Standard approval
2868,2868,59,approved,2026-01-13T03:41:14.558Z,Approved by manager
2869,2869,60,approved,2026-01-11T22:29:13.661Z,Standard approval
2870,2870,61,approved,2026-01-12T20:15:36.765Z,Late arrival noted
2871,2871,62,approved,2026-01-12T18:59:35.610Z,Standard approval
2872,2872,64,pending,,
2873,2873,65,approved,2026-01-13T18:06:58.473Z,Approved by manager
2874,2874,66,rejected,2026-01-15T03:55:38.051Z,Did not complete full shift
2875,2875,67,pending,,
2876,2876,68,approved,2026-01-11T19:59:38.233Z,Approved by manager
2877,2877,69,approved,2026-01-15T21:21:02.846Z,Excellent performance
2878,2878,70,pending,,
2879,2879,71,approved,2026-01-14T00:49:08.301Z,
2880,2880,72,approved,2026-01-14T02:18:01.149Z,Standard approval
2881,2881,73,approved,2026-01-14T02:03:49.879Z,Excellent performance
2882,2882,74,approved,2026-01-12T22:10:15.131Z,Approved by manager
2883,2883,75,approved,2026-01-14T22:37:22.831Z,Late arrival noted
2884,2884,77,approved,2026-01-14T11:37:58.913Z,Excellent performance
2885,2885,78,approved,2026-01-13T20:22:40.510Z,Approved by manager
2886,2886,79,approved,2026-01-12T17:34:55.437Z,Excellent performance
2887,2887,80,approved,2026-01-16T13:51:36.226Z,Standard approval
2888,2888,81,rejected,2026-01-14T02:27:19.900Z,Did not complete full shift
2889,2889,82,approved,2026-01-13T23:56:01.526Z,
2890,2890,83,approved,2026-01-12T18:40:57.390Z,Excellent performance
2891,2891,84,approved,2026-01-15T01:54:56.244Z,Excellent performance
2892,2892,85,approved,2026-01-15T01:58:09.299Z,
2893,2893,86,approved,2026-01-13T10:12:31.998Z,
2894,2894,87,approved,2026-01-15T20:41:54.032Z,Approved by manager
2895,2895,89,approved,2026-01-12T11:51:02.821Z,Late arrival noted
2896,2896,90,approved,2026-01-12T15:11:05.519Z,Late arrival noted
2897,2897,91,approved,2026-01-12T22:16:35.592Z,
2898,2898,92,approved,2026-01-16T06:08:21.360Z,Late arrival noted
2899,2899,93,approved,2026-01-16T05:02:38.102Z,Approved by manager
2900,2900,94,pending,,
2901,2901,95,approved,2026-01-15T00:25:55.146Z,
2902,2902,96,approved,2026-01-15T18:48:13.521Z,
2903,2903,97,approved,2026-01-14T18:52:27.283Z,
2904,2904,98,approved,2026-01-12T06:24:38.259Z,Excellent performance
2905,2905,99,approved,2026-01-16T09:31:44.495Z,
2906,2906,100,rejected,2026-01-14T21:10:22.541Z,Did not complete full shift
2907,2907,101,approved,2026-01-15T19:03:24.209Z,Late arrival noted
2908,2908,102,approved,2026-01-11T21:27:40.926Z,Standard approval
2909,2909,103,approved,2026-01-12T06:53:33.658Z,
2910,2910,104,approved,2026-01-13T11:53:48.070Z,Approved by manager
2911,2911,105,approved,2026-01-13T04:56:50.762Z,
2912,2912,106,approved,2026-01-13T13:50:17.899Z,Standard approval
2913,2913,107,pending,,
2914,2914,108,approved,2026-01-12T12:38:31.696Z,
2915,2915,7,approved,2026-01-13T21:54:45.796Z,Approved by manager
2916,2916,8,approved,2026-01-13T21:20:56.992Z,
2917,2917,9,approved,2026-01-13T06:09:04.411Z,
2918,2918,10,approved,2026-01-15T01:27:40.790Z,Excellent performance
2919,2919,11,approved,2026-01-12T10:27:59.262Z,Late arrival noted
2920,2920,14,approved,2026-01-12T03:37:25.456Z,Standard approval
2921,2921,16,approved,2026-01-16T10:29:42.252Z,Late arrival noted
2922,2922,17,rejected,2026-01-16T10:10:27.763Z,Did not complete full shift
2923,2923,18,approved,2026-01-11T22:16:46.845Z,Excellent performance
2924,2924,20,approved,2026-01-13T20:44:07.440Z,
2925,2925,21,approved,2026-01-14T03:53:24.187Z,Standard approval
2926,2926,22,approved,2026-01-14T20:01:36.844Z,
2927,2927,23,pending,,
2928,2928,24,approved,2026-01-16T06:45:02.607Z,Excellent performance
2929,2929,25,approved,2026-01-16T04:45:27.731Z,Approved by manager
2930,2930,26,pending,,
